x,y,z,D_20171127,D_20171209,D_20171221,D_20180102,D_20180114,D_20180126,D_20180207,D_20180219,D_20180303,D_20180315,D_20180327,D_20180408,D_20180420,D_20180502,D_20180514,D_20180607,D_20180619,D_20180701,D_20180713,D_20180725,D_20180806,D_20180818,D_20180830,D_20180911,D_20180923,D_20181005,D_20181017,D_20181029,D_20181110,D_20181122,D_20181204,D_20181216,D_20181222,D_20181228,D_20190109,D_20190121,D_20190202,D_20190214,D_20190226,D_20190310,D_20190322,D_20190403,D_20190415,D_20190509,D_20190521,D_20190602,D_20190614,D_20190626,D_20190708,D_20190720,D_20190801,D_20190813,D_20190906,D_20190918,D_20190930,D_20191012,D_20191105,D_20191117,D_20191129,D_20191211,D_20191223,D_20200104
102.797115,29.263953,1292.627197,0.000000,2.167172,-0.162399,0.893301,-0.359887,-0.860137,0.298133,-4.780225,-0.749604,0.222498,1.636023,-6.991673,4.736262,-0.787404,0.887572,2.785225,8.124813,6.298329,9.815244,-1.502728,2.340046,2.073692,0.360216,-0.576326,-1.519289,-4.115984,-4.789871,-0.764300,1.029179,-0.995682,1.496540,-1.898731,0.522528,-0.668121,-0.913120,3.055328,4.837709,2.355295,-3.182871,-4.911291,1.648548,3.059431,-4.078216,3.452305,-11.436999,-16.953852,25.281943,-5.626322,0.449395,-1.061110,1.515438,0.819475,1.637032,-3.703170,-1.076332,-0.659566,-0.308764,1.149145,0.905357,-0.091772,-0.182889,0.636658
102.797281,29.263953,1287.403076,0.000000,2.527570,-0.258527,0.901781,-0.314941,-0.412521,0.054461,-4.684569,-0.838575,0.089464,1.182290,0.040759,-1.507864,-7.725426,6.894458,-2.537477,-0.111201,8.137627,7.683184,7.055847,3.936361,-0.838724,3.084973,1.112060,0.678440,-0.794031,-1.078724,-3.931080,-5.215290,-0.877871,1.460693,-0.307631,0.840968,-1.858247,0.380437,-0.446576,-0.752930,2.586994,4.773489,2.082232,-3.241926,-5.511039,2.179963,3.520603,-4.794029,1.858924,-13.593523,-6.004586,-9.294892,25.146306,-5.643235,1.003471,-1.711609,0.935165,0.785849,1.630967,-4.000113,-1.877296,-0.358984,-0.417347,1.024450,0.606169
102.797448,29.263953,1283.219727,0.000000,2.762681,-0.226301,0.846276,-0.372017,-0.029619,-0.175693,-4.629964,-0.922513,-0.047454,0.411444,-0.496879,-1.228650,-8.667043,8.265223,-2.914331,-0.933479,9.391241,9.270076,7.750049,-0.716204,-1.334951,3.022019,0.919778,0.014065,-0.778925,-0.573650,-4.072835,-5.364951,-0.805519,1.524814,0.279858,0.417163,-1.791764,0.153165,-0.242425,-0.838395,2.306049,4.914727,1.763988,-2.921810,-6.307746,2.654237,4.071754,-3.764775,1.101536,-15.200535,-5.339913,-7.089407,25.327816,-5.447026,-0.137487,-1.655299,1.436649,1.017952,1.809133,-4.335803,-3.094282,-1.812285,-2.227912,0.118274,-5.056394
102.798281,29.263953,1256.279419,0.000000,2.656142,0.557943,0.951161,-0.461320,0.672415,-0.863063,-2.420637,-2.855245,-3.374074,2.119931,0.990504,-2.185647,-8.433843,-1.026005,-1.620618,1.599252,7.772502,0.166186,17.375443,-8.391817,-1.248404,10.989116,4.280267,0.933447,-0.584124,-0.045833,-2.927625,-5.085658,0.274956,0.506769,3.298221,-0.595834,-1.651963,0.574100,-0.675212,0.311358,2.471601,4.109699,-0.069649,-2.453301,-5.175419,2.722666,3.332452,-4.903299,8.412832,-13.086855,-13.203461,0.935411,10.738485,-1.791309,2.407947,-4.612865,10.446062,-3.920596,-2.171692,-0.133817,-0.640452,0.635105,0.885673,0.675002,0.131378
102.793781,29.263787,1517.460571,0.000000,-3.245431,1.833045,-0.387825,3.932785,-0.589982,-5.958067,0.058945,1.625410,-0.224707,-4.716327,19.230461,-9.554281,-7.111781,-3.130445,-5.572233,2.211007,7.530411,8.757062,-0.120484,3.988498,-1.055268,7.889080,-3.985162,-0.958936,-0.519866,-3.561390,-4.556063,-0.572663,1.007816,0.030059,0.785269,-4.100555,3.170846,5.696694,2.846676,-3.695374,-1.016828,6.275191,-3.577126,-15.151025,-13.053428,3.946914,9.457957,-18.826668,-1.387573,0.635759,1.928975,1.884742,1.937062,-3.603323,-2.419356,0.128369,0.969238,0.894821,0.991625,0.871933,0.316322,-0.051176,1.095682,-1.819198,-1.514969
102.793948,29.263787,1504.154419,0.000000,-3.332351,1.556891,-0.250893,3.735262,-0.245413,-5.889269,-0.135942,1.946197,1.077458,-1.012967,13.547591,-2.869157,-7.070518,-3.479989,-7.121110,4.181434,8.225942,9.917971,-1.475790,3.485970,-2.055277,7.724365,-4.418396,-0.093435,1.390328,-3.491280,-4.531496,-0.468861,0.756600,0.002314,1.008108,-2.271617,-0.726600,-0.226333,-0.839020,3.257895,5.831443,3.500517,-4.394239,-6.629928,1.410570,4.362098,5.444450,-2.296871,-15.576037,-7.861461,1.131116,8.232779,-15.327820,-0.475341,-1.175588,-1.579697,3.320867,1.483102,-2.320442,-2.850976,-0.015821,0.892612,0.966447,1.033907,0.855604
102.794281,29.263787,1482.575928,0.000000,-2.477815,4.144371,0.519119,0.940434,-0.632267,-0.521019,-4.168155,-1.019556,0.110286,1.196228,-7.678566,2.505905,-12.414576,-2.981220,1.270858,-3.688457,10.465044,10.108572,-7.070958,17.687984,-0.399533,2.989724,2.377337,-1.621700,0.483109,-4.438922,-4.506152,0.933464,-0.239063,2.155284,-2.364247,-0.032675,0.120857,2.190132,5.371218,1.792025,-1.682622,-7.667266,5.390000,4.430262,2.666482,-8.177502,-3.746400,-10.135108,6.288217,-5.254240,-0.528420,-4.443722,8.018849,2.639979,-2.394941,-3.108823,0.102241,-0.055995,1.122249,1.369699,0.596336,0.051051,0.029396,1.410721,-1.625217
102.794448,29.263787,1472.230103,0.000000,-2.429221,3.954479,0.693453,0.933903,-0.971248,-0.680889,-3.733478,-0.558719,0.493459,0.182722,-10.890806,14.546992,-7.958224,-19.043811,-3.071447,3.540922,-6.111666,9.671925,10.528408,-3.966081,21.203659,0.580810,4.911009,3.160618,-2.925264,-0.519286,-3.806511,-5.154085,0.259517,1.322832,-1.067678,2.302317,-2.231528,0.074183,0.028283,-1.362105,3.767604,5.403700,2.440352,-1.889748,-10.216179,2.102751,5.077391,4.121901,1.283927,-7.046932,-2.334694,-10.131400,9.188685,-8.298152,0.927453,-5.828896,13.542663,-0.318598,-5.974460,-0.107848,-0.110957,1.281753,3.225946,-4.198441,0.233940
102.794948,29.263787,1437.815430,0.000000,-1.662221,4.113522,0.868781,0.627692,0.437162,0.211135,-0.707772,-0.758572,-0.389666,-0.950608,-0.425099,-3.614371,-27.913981,9.656348,-18.949992,3.909569,14.839853,24.860816,8.101403,1.975330,-1.827405,-5.340335,7.677478,-4.507286,0.424871,0.908106,-4.221203,-6.142218,1.260545,0.524681,-1.929193,2.098865,-2.046787,0.243420,2.695993,5.924137,1.907806,-1.506038,-7.167299,-1.329087,1.897073,-21.070169,1.817073,-3.605548,11.032328,10.827551,-11.392095,-7.290332,-7.759926,7.447224,4.726839,-0.303747,-3.418517,-0.589554,-0.250714,0.681968,1.181213,0.666394,0.957292,0.707006,-0.171874
102.795448,29.263787,1394.691040,0.000000,-2.168385,4.148083,-0.866273,-0.106141,-2.757476,-1.773528,2.107837,-3.172201,8.483518,2.387518,-9.923863,9.929160,-10.838328,-5.954862,17.687933,11.232669,5.786844,23.469183,-5.255386,3.111912,3.677196,-5.133320,3.821182,0.694065,-2.688098,-5.886288,0.102280,0.266803,-0.977314,2.264847,-2.518665,1.239689,-0.828606,-1.160683,3.130581,5.389492,3.679573,-0.081997,-3.924015,-1.546573,8.462898,9.151737,-12.688045,-10.930889,-13.594176,-16.443359,9.465044,3.161125,4.962250,-2.124724,-3.880466,7.802236,-0.448444,-1.978832,-0.272926,-0.128251,-0.102611,0.706480,0.831400,0.547493,-0.030915
102.795615,29.263787,1382.704224,0.000000,-2.075773,3.195188,1.196399,-0.890274,-0.182278,0.148326,-4.198174,-0.244358,5.667201,-11.426426,4.101612,-8.746456,-2.000830,17.834807,9.201852,4.179467,19.974367,0.962425,2.245830,5.210267,-5.447857,1.733749,0.803215,-2.684433,-5.592625,-0.277164,-0.026199,-0.643216,2.109936,-2.155634,0.843851,-0.737445,-1.100794,3.148042,5.663819,3.145485,-0.169758,-4.789143,-0.883316,10.049339,9.706147,-9.628300,-7.793922,-14.265990,-15.719808,11.955688,5.048273,1.230028,-1.281028,-2.926010,3.736280,-0.848942,-0.467369,-0.437679,0.186256,-0.509537,0.447592,1.039511,0.466650,-0.023748,0.433136
102.795781,29.263787,1371.072144,0.000000,1.059271,1.033097,1.284876,-0.790051,-0.421939,0.086542,-1.219815,-3.467744,4.834763,-11.296977,-0.353768,-1.445119,-0.660504,13.351516,5.796067,6.596570,8.492497,13.783289,0.098766,8.591030,-3.649463,0.526165,1.199211,-2.990074,-5.032265,-0.737499,0.750740,-0.565006,1.550869,-2.036072,0.397541,-0.804955,-0.811233,3.271332,5.556846,3.378044,-1.213043,-4.687599,-0.188984,7.026459,9.717746,-4.414958,-7.049920,-11.786983,-12.780357,12.713592,4.298355,-0.758480,-1.926327,3.641102,-0.301700,0.690448,-0.941803,-0.749008,0.327931,-0.626568,0.254268,1.428940,0.396839,0.156655,0.234745
102.796115,29.263787,1350.163452,0.000000,-1.204701,2.626282,0.526025,0.908149,-0.497576,-0.949674,0.294990,-3.352256,-1.812875,6.636322,-12.254097,-3.192466,-9.615948,3.036425,6.002907,6.760262,12.496806,1.682180,11.142926,3.005714,1.883057,-1.638663,-0.020483,-0.588523,-3.819283,-4.209504,-0.511705,0.009634,2.131890,0.054868,-2.123469,0.232684,-1.145519,-0.466638,2.683779,5.446616,2.429989,-3.058927,-1.640072,-0.458693,4.112984,5.718443,-1.995865,-9.976030,-5.234547,-15.338226,21.151945,1.340206,-2.875811,-2.049504,5.889997,1.072256,0.411178,-3.892244,-1.451959,0.486655,-0.467502,0.134188,1.057413,0.550434,0.102396
102.796281,29.263787,1339.536133,0.000000,-1.281148,2.831441,0.474127,0.920270,-0.545243,-0.914633,0.387808,-3.866825,-1.379309,5.661897,-9.734962,-3.202221,-8.418037,2.140794,7.918601,7.031247,11.372605,3.025808,7.478520,4.501356,1.365541,-1.907991,-0.135685,-0.604727,-3.372129,-4.371616,-0.454683,-0.160239,2.420112,0.029671,-1.907535,0.204322,-1.103461,-0.807352,2.682765,5.692884,2.004317,-2.533318,-2.747852,0.149366,3.789999,2.716172,0.605903,-9.950699,-7.450027,-18.483233,22.701547,2.294336,-2.540521,-1.201325,3.580584,2.197228,-0.003465,-3.792417,-1.506171,0.680716,-0.379398,0.086996,0.793619,0.611558,-0.122709
102.796448,29.263787,1329.860840,0.000000,-1.030347,3.005677,0.356345,0.928090,-0.592745,-0.828603,0.338049,-1.098757,-3.155459,-1.012593,2.077373,2.676889,-9.063443,-3.260203,-4.878785,1.748085,5.002999,7.298728,10.502112,6.427408,2.877492,7.620338,1.118092,-0.298008,-0.601483,-0.608667,-3.221842,-4.872482,-0.361010,-0.004867,2.178360,0.095020,-1.797882,0.095964,-1.140382,-1.103446,3.041827,5.773014,2.038652,-1.860447,-4.200515,0.543207,4.173116,0.120642,1.188229,-10.466279,-9.779007,-18.610728,22.685276,1.363573,-0.550226,0.239833,0.756267,2.974854,-0.835278,-3.252463,-1.469659,0.564798,-0.233401,0.283582,0.471138
102.796615,29.263787,1321.667480,0.000000,2.197602,0.231233,0.900130,-0.673584,-0.897302,0.457523,-4.546311,-1.435166,2.043700,0.437165,-5.736270,-0.472155,-2.693736,2.090991,4.018251,5.861536,11.006519,9.713136,-0.068129,5.063034,3.041096,-1.537194,-0.397304,0.037199,-2.305424,-5.652471,0.604662,0.497928,0.489851,0.617390,-1.684910,0.055649,-1.167984,-1.153296,3.318039,5.708947,2.141210,-1.752855,-4.677195,1.258631,3.353222,-0.652586,0.531099,-10.185699,-10.551080,-17.872195,25.273910,-1.222165,-0.349027,-0.242484,-1.029358,3.916529,-0.226003,-3.532875,-1.876769,0.444078,-0.161791,0.300344,0.409131,0.625400,-0.265635
102.796781,29.263787,1314.183838,0.000000,2.494164,0.094142,0.870989,-0.587144,-1.009412,0.453228,-4.428642,-1.631034,1.647938,0.768437,-6.932338,1.083548,-1.587485,1.573309,2.495681,6.443590,10.841038,11.644091,-0.952722,3.700733,3.073450,-0.555420,-0.102985,-0.249726,-2.796161,-5.739664,1.047670,0.586136,-0.837170,1.245585,-1.758353,0.025155,-1.083748,-1.307137,3.689451,5.432112,2.621967,-2.271080,-4.500669,1.085226,3.194510,0.021905,-0.198719,-10.222105,-10.401032,-13.890430,26.199704,-4.197548,-0.092181,-0.304506,-0.519427,4.347222,0.115162,-3.624674,-1.829289,0.225123,-0.317822,0.686108,0.562108,0.413191,-0.150376
102.797448,29.263787,1292.394531,0.000000,2.999447,-0.326727,0.720824,-0.261534,-0.192206,0.052666,-1.986040,-2.603722,-0.972934,-0.301166,0.898077,-0.411466,-1.195697,-8.770374,8.956525,-3.715109,-1.861191,11.708998,10.388912,8.744467,0.147732,-0.057280,3.718216,0.363323,-0.084514,-1.135319,-0.893526,-3.927456,-5.667910,-0.567674,1.857730,-0.449634,0.584946,-1.747554,0.249659,-0.251033,-0.914356,2.149774,5.201296,1.508501,-3.268343,-6.489006,2.513199,3.849205,-4.487513,1.672903,-20.769821,-6.543327,24.065315,-4.760959,-0.631705,-1.626630,1.847426,2.097475,1.160018,-4.254314,-2.505192,0.192794,-0.650904,1.152670,0.402462
102.797948,29.263787,1278.424072,0.000000,-1.718161,3.493928,-0.413290,0.875311,0.474329,0.338900,-0.805647,-5.022464,-1.417388,0.761498,0.897261,8.582548,-3.632564,-5.638056,-0.233641,-4.122484,-5.823026,-3.255103,32.874951,22.308855,-19.131827,-1.464275,-15.154557,-7.272358,-0.709476,-0.838976,-5.248130,-1.448663,0.319261,1.290555,-1.722263,2.501145,-1.363699,-0.391970,-0.221416,-0.601130,2.305124,4.568067,-1.700923,2.778261,-7.978989,2.476386,2.607377,0.204006,-6.250531,-18.885697,-11.108414,26.845395,5.843385,-19.196041,1.352789,-3.727184,15.105963,-1.070735,1.450190,-2.136820,1.059181,-1.326110,1.351263,-0.454504,2.660452
102.798448,29.263787,1260.182495,0.000000,3.155815,0.191088,0.856764,-0.570855,0.273859,-0.514437,-2.321738,-2.904297,-3.292313,2.646099,-1.311727,-1.535528,-2.955764,-1.583335,-4.091089,1.818061,1.832084,15.318234,-2.801140,1.442171,5.601007,3.507433,0.193375,0.641412,-0.864769,-3.116298,-5.267488,0.255662,-0.498891,2.766164,-0.692390,-1.079936,0.112148,-0.412599,-0.047218,2.442499,4.052428,0.734887,-4.096723,-5.306886,2.852260,2.483365,-1.189545,4.332473,-7.776031,-9.413525,-13.562919,10.444635,-3.647370,-0.467814,-0.169183,16.957212,0.582375,2.231195,-2.969846,-0.240586,0.003710,0.101095,0.782212,0.795077,0.518699
102.793282,29.263620,1561.706299,0.000000,-2.097225,3.713959,1.086133,0.412167,-0.378031,-0.528389,-4.795040,-0.132662,-0.801666,13.823605,-19.347419,5.306348,-21.411484,10.972143,18.951675,18.243046,3.534974,3.020986,0.992184,1.957145,0.123425,1.741661,-1.997303,-2.821089,-4.253668,-5.041235,0.737048,0.629366,1.658510,-0.148014,-1.699988,0.295710,0.136845,0.781263,2.746672,6.027328,2.984814,-1.994759,-5.343302,1.054907,3.684860,7.561566,-1.763138,-12.035576,-17.977766,-11.299365,11.112386,-12.580040,3.208362,4.271698,-0.084901,0.345396,-0.558296,-3.048045,2.795255,1.113239,0.545622,1.078479,1.667272,-1.463527,1.012283
102.793448,29.263620,1545.398804,0.000000,-2.217483,3.456716,1.223658,0.309905,-0.382594,-0.542856,-4.601759,-0.064289,-2.483678,2.309529,10.236789,-20.186932,8.544325,-24.189750,10.534805,5.450436,15.736299,4.640244,1.634163,15.515867,2.206927,0.336687,0.370653,-1.084185,-1.949123,-4.972706,-5.207746,0.618861,0.847214,1.666504,-0.253448,-1.622090,0.458670,0.124729,0.461859,2.545347,6.394894,2.767772,0.283953,-7.645271,1.866789,3.436926,5.774051,-0.300792,-12.042691,-24.673713,-17.957913,18.886461,-16.501196,1.679720,3.023340,1.602048,-1.780411,1.349745,-2.506411,-0.235878,0.460697,0.769770,0.504427,0.952328,1.034591
102.793948,29.263620,1502.764160,0.000000,-3.712572,1.471222,-0.135371,3.491277,0.118574,-6.387122,-0.304220,2.814362,1.527150,-0.826530,10.685850,-2.071131,-1.030467,-15.394537,24.406113,8.060996,-1.740190,-0.065626,0.194784,4.248306,-3.043251,-0.347427,1.306749,-4.096348,-4.598471,-0.182618,0.609053,0.772798,1.065410,-2.244848,-0.769160,-0.274264,-0.896821,3.155301,6.178125,2.188843,-1.487444,-7.313256,2.173388,3.851055,-0.976248,-0.271610,-13.895112,-8.683820,-2.808987,-9.848154,0.091568,-1.325412,-0.297434,3.254299,1.647081,-2.297961,-2.718253,0.078442,0.625311,1.199989,1.002896,0.440676,0.271816,0.410612,0.645712
102.794115,29.263620,1492.312988,0.000000,-3.063556,1.276651,0.030787,3.097686,0.132047,-5.958850,-0.887382,1.930920,1.603040,-1.100138,1.041293,-6.211167,-7.493595,7.020324,14.098679,9.943042,-7.520390,4.810596,-0.292568,3.392170,-1.192382,-0.784287,0.720095,-4.782857,-4.451446,0.009303,0.417474,1.236744,1.163302,-2.346714,-0.553940,-0.171775,-1.242734,3.420759,5.934651,2.232402,-1.013815,-9.119263,1.980968,5.399034,-1.920972,0.926407,-17.574306,-11.174172,8.436311,-9.068931,-0.787481,-2.428940,1.990907,1.942261,1.491406,-2.315623,-2.489959,0.115724,0.166859,1.383985,1.052727,0.300505,0.397396,0.224422,0.785276
102.794281,29.263620,1482.510742,0.000000,-2.380332,4.155216,0.437672,0.699011,-0.356840,-0.594494,-4.482466,-0.801440,0.081662,1.387381,-6.403221,6.641868,-2.914456,-9.582840,-4.877095,-1.553907,0.216629,11.187782,10.658859,-6.982908,14.946489,0.826333,2.780818,1.665853,-1.285824,0.169525,-4.248659,-4.769672,0.013765,0.712298,0.303617,2.026367,-2.514858,-0.165419,0.156684,-1.499666,3.444784,5.535115,2.010710,-1.322861,-9.959712,2.448893,4.922555,0.242630,3.983112,-9.553367,-17.868728,5.642149,-4.206508,-1.028436,-3.552639,7.841660,1.762220,0.378028,-2.734650,-3.041542,0.109283,-0.173314,1.256545,1.379161,0.438671
102.794781,29.263620,1453.233643,0.000000,-1.696084,3.597186,0.972158,0.505713,-0.067832,-0.470994,0.108863,-1.778226,-3.040966,-0.616555,4.511991,2.468291,-37.309944,-6.194046,-9.878608,12.260601,1.754467,37.048757,10.434696,2.461699,-5.750751,-1.272002,-1.807681,-2.260386,0.069104,-8.916105,1.916520,-0.396178,0.343975,1.139195,-2.275412,0.548900,0.042313,-0.624841,9.216859,-2.896785,5.361903,-5.936600,-0.026184,0.204379,6.373191,-11.645557,13.499476,12.676548,-9.611222,-9.626836,6.173636,0.952082,-0.576118,-2.288533,-1.498668,-0.710941,1.692060,1.122146,0.614697,0.723360,1.400193,-1.384138,0.469085,-1.216145,-1.830911
102.795281,29.263620,1414.618408,0.000000,-3.016320,4.376760,-5.224730,-1.401676,3.552684,-1.947379,13.766860,2.908492,-3.301103,11.075442,-8.521132,-3.003313,19.408856,9.762899,8.769654,26.449928,-14.691952,3.277603,1.544602,-4.452633,7.169441,-3.076683,-1.517075,-5.750782,-0.184696,0.445309,0.286259,1.548111,-2.323822,1.265033,-1.050617,-0.657513,3.005459,5.151448,4.183361,0.023628,-1.761009,-1.694870,4.042663,9.507836,-11.015427,-14.320171,-11.521668,-15.357361,5.081562,-1.387653,11.885353,-2.588646,-4.530804,10.179974,0.421063,-3.808236,-0.373733,-0.387291,0.451382,0.819820,0.689575,0.588902,-0.147389,0.804016,-0.196640
